town,block,street_name,flat_model,lease_commence_date,flat_type,storey_range
CHOA CHU KANG,414,CHOA CHU KANG AVE 4,Model A,1993,4 ROOM,01 TO 03
CHOA CHU KANG,239,CHOA CHU KANG CTRL,Model A,1990,4 ROOM,04 TO 06
CHOA CHU KANG,404,CHOA CHU KANG AVE 3,Model A,1993,4 ROOM,04 TO 06
CHOA CHU KANG,423,CHOA CHU KANG AVE 4,Model A,1992,4 ROOM,10 TO 12
CHOA CHU KANG,621,CHOA CHU KANG ST 62,Model A,1996,4 ROOM,01 TO 03
CHOA CHU KANG,657,CHOA CHU KANG CRES,Premium Apartment,1999,4 ROOM,04 TO 06
CHOA CHU KANG,418,CHOA CHU KANG AVE 4,Model A,1993,4 ROOM,10 TO 12
CHOA CHU KANG,608,CHOA CHU KANG ST 62,Model A,1996,4 ROOM,01 TO 03
CHOA CHU KANG,412,CHOA CHU KANG AVE 3,Model A,1992,4 ROOM,10 TO 12
CHOA CHU KANG,635,CHOA CHU KANG NTH 6,Premium Apartment,1998,4 ROOM,01 TO 03
CHOA CHU KANG,353,CHOA CHU KANG CTRL,Model A,1993,4 ROOM,10 TO 12
CHOA CHU KANG,412,CHOA CHU KANG AVE 3,Model A,1992,4 ROOM,13 TO 15
CHOA CHU KANG,353,CHOA CHU KANG CTRL,Model A,1993,4 ROOM,13 TO 15
CHOA CHU KANG,453,CHOA CHU KANG AVE 4,Premium Apartment,2000,5 ROOM,04 TO 06
CHOA CHU KANG,689A,CHOA CHU KANG DR,Improved,2002,5 ROOM,07 TO 09
CHOA CHU KANG,692A,CHOA CHU KANG CRES,Improved,2003,5 ROOM,10 TO 12
CHOA CHU KANG,689B,CHOA CHU KANG DR,Improved,2002,5 ROOM,16 TO 18
CHOA CHU KANG,760,CHOA CHU KANG NTH 5,Improved,1995,5 ROOM,04 TO 06
CHOA CHU KANG,544,CHOA CHU KANG ST 52,Improved,1995,5 ROOM,04 TO 06
CHOA CHU KANG,690A,CHOA CHU KANG CRES,Improved,2003,5 ROOM,19 TO 21
CHOA CHU KANG,474,CHOA CHU KANG AVE 3,Improved,1999,5 ROOM,13 TO 15
CHOA CHU KANG,248,CHOA CHU KANG AVE 2,Improved,1993,5 ROOM,04 TO 06
CHOA CHU KANG,626,CHOA CHU KANG ST 62,Improved,1997,5 ROOM,07 TO 09
CHOA CHU KANG,789,CHOA CHU KANG NTH 6,Model A,1996,5 ROOM,10 TO 12
CHOA CHU KANG,671,CHOA CHU KANG CRES,Premium Apartment,2000,EXECUTIVE,10 TO 12
CHOA CHU KANG,296B,CHOA CHU KANG AVE 2,Premium Apartment,1999,EXECUTIVE,07 TO 09
CHOA CHU KANG,604,CHOA CHU KANG ST 62,Maisonette,1996,EXECUTIVE,04 TO 06
CHOA CHU KANG,663,CHOA CHU KANG CRES,Apartment,1999,EXECUTIVE,16 TO 18
CHOA CHU KANG,101,TECK WHYE LANE,Apartment,1989,EXECUTIVE,13 TO 15
CLEMENTI,715,CLEMENTI WEST ST 2,New Generation,1981,3 ROOM,04 TO 06
CLEMENTI,702,WEST COAST RD,New Generation,1980,3 ROOM,04 TO 06
CLEMENTI,607,CLEMENTI WEST ST 1,New Generation,1979,3 ROOM,04 TO 06
CLEMENTI,374,CLEMENTI AVE 4,New Generation,1981,3 ROOM,04 TO 06
CLEMENTI,346,CLEMENTI AVE 5,New Generation,1979,3 ROOM,10 TO 12
CLEMENTI,109,CLEMENTI ST 11,New Generation,1984,3 ROOM,01 TO 03
CLEMENTI,339,CLEMENTI AVE 5,New Generation,1979,3 ROOM,07 TO 09
CLEMENTI,351,CLEMENTI AVE 2,New Generation,1978,3 ROOM,10 TO 12
CLEMENTI,334,CLEMENTI AVE 2,New Generation,1978,3 ROOM,10 TO 12
CLEMENTI,702,WEST COAST RD,New Generation,1980,3 ROOM,13 TO 15
CLEMENTI,305,CLEMENTI AVE 4,New Generation,1979,3 ROOM,10 TO 12
CLEMENTI,364,CLEMENTI AVE 2,New Generation,1978,3 ROOM,04 TO 06
CLEMENTI,371,CLEMENTI AVE 4,New Generation,1981,3 ROOM,01 TO 03
CLEMENTI,449,CLEMENTI AVE 3,New Generation,1980,3 ROOM,04 TO 06
CLEMENTI,418,CLEMENTI AVE 1,Model A,2013,3 ROOM,13 TO 15
CLEMENTI,730,CLEMENTI WEST ST 2,New Generation,1980,4 ROOM,01 TO 03
CLEMENTI,716,CLEMENTI WEST ST 2,New Generation,1981,4 ROOM,01 TO 03
CLEMENTI,709,CLEMENTI WEST ST 2,New Generation,1980,4 ROOM,04 TO 06
CLEMENTI,611,CLEMENTI WEST ST 1,Model A,1983,4 ROOM,01 TO 03
CLEMENTI,716,CLEMENTI WEST ST 2,New Generation,1981,4 ROOM,10 TO 12
CLEMENTI,348,CLEMENTI AVE 5,New Generation,1979,4 ROOM,01 TO 03
CLEMENTI,411,C'WEALTH AVE WEST,New Generation,1978,4 ROOM,10 TO 12
CLEMENTI,324,CLEMENTI AVE 5,New Generation,1978,4 ROOM,04 TO 06
CLEMENTI,307,CLEMENTI AVE 4,New Generation,1979,4 ROOM,10 TO 12
CLEMENTI,461,CLEMENTI AVE 3,Model A,2006,4 ROOM,07 TO 09
CLEMENTI,723,CLEMENTI WEST ST 2,Improved,1981,5 ROOM,01 TO 03
CLEMENTI,724,CLEMENTI WEST ST 2,Improved,1981,5 ROOM,07 TO 09
GEYLANG,46,CIRCUIT RD,Standard,1971,2 ROOM,07 TO 09
GEYLANG,43,CIRCUIT RD,Standard,1971,2 ROOM,10 TO 12
GEYLANG,30,BALAM RD,Standard,1973,2 ROOM,10 TO 12
GEYLANG,21,BALAM RD,Standard,1967,3 ROOM,01 TO 03
GEYLANG,22,BALAM RD,Standard,1967,3 ROOM,04 TO 06
GEYLANG,47,CIRCUIT RD,Standard,1969,3 ROOM,01 TO 03
GEYLANG,67,CIRCUIT RD,Standard,1969,3 ROOM,01 TO 03
GEYLANG,82,MACPHERSON LANE,Standard,1968,3 ROOM,04 TO 06
GEYLANG,37,CIRCUIT RD,Standard,1972,3 ROOM,04 TO 06
GEYLANG,24,BALAM RD,Standard,1967,3 ROOM,01 TO 03
GEYLANG,65,CIRCUIT RD,Standard,1967,3 ROOM,01 TO 03
GEYLANG,49,CIRCUIT RD,Standard,1969,3 ROOM,01 TO 03
GEYLANG,30,BALAM RD,Standard,1973,3 ROOM,07 TO 09
GEYLANG,24,EUNOS CRES,Improved,1977,3 ROOM,04 TO 06
GEYLANG,67,CIRCUIT RD,Standard,1969,3 ROOM,04 TO 06
GEYLANG,302,UBI AVE 1,Simplified,2000,3 ROOM,04 TO 06
GEYLANG,4,HAIG RD,Improved,1976,3 ROOM,04 TO 06
GEYLANG,95,OLD AIRPORT RD,Standard,1969,3 ROOM,07 TO 09
GEYLANG,36,CIRCUIT RD,Standard,1971,3 ROOM,13 TO 15
GEYLANG,10,HAIG RD,Improved,1976,3 ROOM,10 TO 12
GEYLANG,128,GEYLANG EAST AVE 1,Model A,1983,3 ROOM,10 TO 12
GEYLANG,33,EUNOS CRES,Model A,2007,3 ROOM,16 TO 18
GEYLANG,344,UBI AVE 1,Simplified,1985,4 ROOM,01 TO 03
GEYLANG,40,SIMS DR,Model A,1990,4 ROOM,01 TO 03
GEYLANG,54,PIPIT RD,New Generation,1985,4 ROOM,10 TO 12
GEYLANG,42,SIMS DR,Model A,1990,4 ROOM,07 TO 09
GEYLANG,42,CIRCUIT RD,Model A,1996,4 ROOM,04 TO 06
GEYLANG,120,GEYLANG EAST CTRL,New Generation,1982,4 ROOM,10 TO 12
GEYLANG,5,HAIG RD,New Generation,1976,4 ROOM,10 TO 12
GEYLANG,134,GEYLANG EAST AVE 1,Improved,1986,5 ROOM,01 TO 03
GEYLANG,411,EUNOS RD 5,Model A-Maisonette,1984,5 ROOM,10 TO 12
GEYLANG,30,CASSIA CRES,Improved,1998,5 ROOM,10 TO 12
HOUGANG,986A,BUANGKOK CRES,Model A,2012,2 ROOM,10 TO 12
HOUGANG,22,HOUGANG AVE 3,New Generation,1978,3 ROOM,01 TO 03
HOUGANG,644,HOUGANG AVE 8,Improved,1987,3 ROOM,01 TO 03
HOUGANG,24,HOUGANG AVE 3,New Generation,1978,3 ROOM,01 TO 03
HOUGANG,108,HOUGANG AVE 1,New Generation,1984,3 ROOM,01 TO 03
HOUGANG,619,HOUGANG AVE 8,Improved,1985,3 ROOM,01 TO 03
HOUGANG,623,HOUGANG AVE 8,Improved,1985,3 ROOM,04 TO 06
HOUGANG,311,HOUGANG AVE 5,New Generation,1983,3 ROOM,04 TO 06
HOUGANG,501,HOUGANG AVE 8,Simplified,1986,3 ROOM,04 TO 06
HOUGANG,698,HOUGANG ST 61,Simplified,1986,3 ROOM,07 TO 09
HOUGANG,698,HOUGANG ST 61,Simplified,1986,3 ROOM,04 TO 06
HOUGANG,307,HOUGANG AVE 5,New Generation,1983,3 ROOM,01 TO 03
HOUGANG,21,HOUGANG AVE 3,New Generation,1978,3 ROOM,07 TO 09
HOUGANG,322,HOUGANG AVE 5,New Generation,1983,3 ROOM,10 TO 12
HOUGANG,308,HOUGANG AVE 5,New Generation,1983,3 ROOM,07 TO 09
HOUGANG,154,HOUGANG ST 11,New Generation,1984,3 ROOM,04 TO 06
HOUGANG,339,HOUGANG AVE 7,New Generation,1985,4 ROOM,07 TO 09
HOUGANG,681,HOUGANG AVE 8,Simplified,1989,4 ROOM,01 TO 03
HOUGANG,314,HOUGANG AVE 5,New Generation,1993,4 ROOM,01 TO 03
HOUGANG,336,HOUGANG AVE 7,New Generation,1985,4 ROOM,01 TO 03
HOUGANG,321,HOUGANG AVE 5,New Generation,1983,4 ROOM,04 TO 06
HOUGANG,602,HOUGANG AVE 4,Simplified,1985,4 ROOM,10 TO 12
HOUGANG,709,HOUGANG AVE 2,New Generation,1985,4 ROOM,04 TO 06
HOUGANG,674,HOUGANG AVE 8,Model A,1987,4 ROOM,01 TO 03
HOUGANG,165,HOUGANG AVE 1,Model A2,1997,4 ROOM,04 TO 06
HOUGANG,332,HOUGANG AVE 5,Model A,1983,4 ROOM,04 TO 06
HOUGANG,135,LOR AH SOO,Model A,1985,4 ROOM,04 TO 06
HOUGANG,419,HOUGANG AVE 8,Model A,1989,4 ROOM,07 TO 09
HOUGANG,938,HOUGANG ST 92,Model A,1998,4 ROOM,10 TO 12
HOUGANG,435,HOUGANG AVE 8,Model A,1991,4 ROOM,07 TO 09
HOUGANG,699B,HOUGANG ST 52,Model A,1998,4 ROOM,07 TO 09
HOUGANG,155,HOUGANG ST 11,New Generation,1984,4 ROOM,13 TO 15
HOUGANG,445,HOUGANG AVE 8,Model A,1990,4 ROOM,04 TO 06
HOUGANG,617,HOUGANG AVE 8,Model A,1986,4 ROOM,10 TO 12
HOUGANG,411,HOUGANG AVE 10,New Generation,1986,4 ROOM,07 TO 09
HOUGANG,448,HOUGANG AVE 10,Model A,1990,4 ROOM,13 TO 15
HOUGANG,142,LOR AH SOO,Model A,1984,4 ROOM,10 TO 12
HOUGANG,557,HOUGANG ST 51,Model A,1992,4 ROOM,10 TO 12
HOUGANG,465,UPP SERANGOON RD,Model A,1992,4 ROOM,04 TO 06
HOUGANG,835,HOUGANG CTRL,Model A,1992,4 ROOM,13 TO 15
HOUGANG,922,HOUGANG ST 91,Improved,1998,5 ROOM,01 TO 03
HOUGANG,912,HOUGANG ST 91,Improved,1997,5 ROOM,07 TO 09
HOUGANG,971,HOUGANG ST 91,Improved,1999,5 ROOM,04 TO 06
HOUGANG,941,HOUGANG ST 92,Improved,1998,5 ROOM,01 TO 03
HOUGANG,984D,BUANGKOK LINK,Improved,2004,5 ROOM,07 TO 09
HOUGANG,978D,BUANGKOK CRES,Improved,2003,5 ROOM,16 TO 18
HOUGANG,572,HOUGANG ST 51,Improved,1997,5 ROOM,10 TO 12
HOUGANG,915,HOUGANG ST 91,Improved,1998,5 ROOM,07 TO 09
HOUGANG,915,HOUGANG ST 91,Improved,1998,5 ROOM,13 TO 15
HOUGANG,570,HOUGANG ST 51,Improved,1997,5 ROOM,10 TO 12
HOUGANG,919,HOUGANG AVE 4,Improved,1998,5 ROOM,16 TO 18
HOUGANG,912,HOUGANG ST 91,Improved,1997,5 ROOM,04 TO 06
HOUGANG,610,HOUGANG AVE 8,Improved,1986,5 ROOM,10 TO 12
HOUGANG,958,HOUGANG ST 91,Improved,1999,5 ROOM,10 TO 12
HOUGANG,929,HOUGANG ST 91,Improved,1998,5 ROOM,10 TO 12
HOUGANG,456,HOUGANG AVE 10,Improved,1992,5 ROOM,07 TO 09
HOUGANG,171,HOUGANG AVE 1,Improved,1998,5 ROOM,07 TO 09
HOUGANG,136,LOR AH SOO,Model A-Maisonette,1984,5 ROOM,01 TO 03
HOUGANG,466,HOUGANG AVE 8,Improved,1992,5 ROOM,07 TO 09
HOUGANG,372,HOUGANG ST 31,Improved,1999,5 ROOM,16 TO 18
HOUGANG,461,HOUGANG AVE 10,Improved,1992,5 ROOM,13 TO 15
HOUGANG,940,HOUGANG ST 92,Apartment,1998,EXECUTIVE,01 TO 03
HOUGANG,538,HOUGANG ST 52,Maisonette,1992,EXECUTIVE,01 TO 03
HOUGANG,628,HOUGANG AVE 8,Maisonette,1986,EXECUTIVE,04 TO 06
HOUGANG,407,HOUGANG AVE 10,Maisonette,1986,EXECUTIVE,01 TO 03
HOUGANG,705,HOUGANG AVE 2,Maisonette,1986,EXECUTIVE,10 TO 12
JURONG EAST,410,PANDAN GDNS,Improved,1979,3 ROOM,13 TO 15
JURONG EAST,37,TEBAN GDNS RD,Improved,1966,3 ROOM,04 TO 06
JURONG EAST,247,JURONG EAST ST 24,New Generation,1983,3 ROOM,01 TO 03
JURONG EAST,250,JURONG EAST ST 24,New Generation,1986,3 ROOM,04 TO 06
JURONG EAST,231,JURONG EAST ST 21,New Generation,1981,3 ROOM,04 TO 06
JURONG EAST,410,PANDAN GDNS,Improved,1979,3 ROOM,04 TO 06
JURONG EAST,330,JURONG EAST AVE 1,Model A,1983,3 ROOM,07 TO 09
JURONG EAST,264,JURONG EAST ST 24,New Generation,1983,3 ROOM,04 TO 06
JURONG EAST,411,PANDAN GDNS,Improved,1979,3 ROOM,10 TO 12
JURONG EAST,253,JURONG EAST ST 24,New Generation,1985,3 ROOM,04 TO 06
JURONG EAST,207,JURONG EAST ST 21,New Generation,1983,3 ROOM,04 TO 06
JURONG EAST,115,JURONG EAST ST 13,New Generation,1981,3 ROOM,04 TO 06
JURONG EAST,101,JURONG EAST ST 13,New Generation,1983,3 ROOM,01 TO 03
JURONG EAST,211,JURONG EAST ST 21,New Generation,1983,3 ROOM,04 TO 06
JURONG EAST,339,JURONG EAST AVE 1,Model A,1983,3 ROOM,13 TO 15
JURONG EAST,62,TEBAN GDNS RD,Model A,2003,4 ROOM,07 TO 09
JURONG EAST,311,JURONG EAST ST 32,Model A,1984,4 ROOM,01 TO 03
JURONG EAST,112,JURONG EAST ST 13,New Generation,1981,4 ROOM,04 TO 06
JURONG EAST,283,TOH GUAN RD,Model A2,1998,4 ROOM,01 TO 03
JURONG EAST,310,JURONG EAST ST 32,Model A,1985,4 ROOM,10 TO 12
JURONG EAST,329,JURONG EAST AVE 1,Model A,1983,4 ROOM,07 TO 09
JURONG EAST,312,JURONG EAST ST 32,Model A,1984,4 ROOM,13 TO 15
JURONG EAST,22,TEBAN GDNS RD,Model A,2013,4 ROOM,19 TO 21
JURONG EAST,265,TOH GUAN RD,Model A,1998,4 ROOM,04 TO 06
JURONG EAST,22,TEBAN GDNS RD,Model A,2013,4 ROOM,25 TO 27
JURONG EAST,272,TOH GUAN RD,Model A,1999,4 ROOM,04 TO 06
JURONG EAST,268,TOH GUAN RD,Model A,1999,4 ROOM,13 TO 15
JURONG EAST,288E,JURONG EAST ST 21,Model A,2000,4 ROOM,10 TO 12
JURONG EAST,307,JURONG EAST ST 32,Model A,1984,5 ROOM,10 TO 12
JURONG EAST,405,PANDAN GDNS,Standard,1979,5 ROOM,16 TO 18
JURONG EAST,111,JURONG EAST ST 13,Improved,1981,5 ROOM,04 TO 06
JURONG EAST,314,JURONG EAST ST 32,Model A,1984,5 ROOM,10 TO 12
JURONG EAST,227,JURONG EAST ST 21,Improved,1984,5 ROOM,16 TO 18
JURONG EAST,45,TEBAN GDNS RD,Apartment,1986,EXECUTIVE,01 TO 03
JURONG WEST,990A,JURONG WEST ST 93,Premium Apartment,2008,2 ROOM,01 TO 03
JURONG WEST,990B,JURONG WEST ST 93,Premium Apartment,2008,2 ROOM,07 TO 09
JURONG WEST,185,BOON LAY AVE,Improved,1975,3 ROOM,19 TO 21
JURONG WEST,119,HO CHING RD,Improved,1972,3 ROOM,01 TO 03
JURONG WEST,174,BOON LAY DR,Improved,1978,3 ROOM,04 TO 06
JURONG WEST,113,TAO CHING RD,Improved,1971,3 ROOM,07 TO 09
JURONG WEST,176,BOON LAY DR,Improved,1978,3 ROOM,10 TO 12
JURONG WEST,120,HO CHING RD,Improved,1972,3 ROOM,10 TO 12
JURONG WEST,914,JURONG WEST ST 91,Model A,1988,3 ROOM,04 TO 06
JURONG WEST,421,JURONG WEST ST 42,Simplified,1985,3 ROOM,07 TO 09
JURONG WEST,908,JURONG WEST ST 91,Model A,1989,3 ROOM,07 TO 09
JURONG WEST,915,JURONG WEST ST 91,Model A,1988,3 ROOM,04 TO 06
JURONG WEST,926,JURONG WEST ST 92,Model A,1989,3 ROOM,04 TO 06
JURONG WEST,211,BOON LAY PL,Improved,1976,3 ROOM,19 TO 21
JURONG WEST,915,JURONG WEST ST 91,Model A,1988,3 ROOM,10 TO 12
JURONG WEST,517,JURONG WEST ST 52,Model A,1983,3 ROOM,01 TO 03
JURONG WEST,337A,TAH CHING RD,Model A,2010,4 ROOM,19 TO 21
JURONG WEST,530,JURONG WEST ST 52,New Generation,1983,3 ROOM,07 TO 09
JURONG WEST,518,JURONG WEST ST 52,Model A,1984,3 ROOM,07 TO 09
JURONG WEST,511,JURONG WEST ST 52,Model A,1984,3 ROOM,01 TO 03
JURONG WEST,514,JURONG WEST ST 52,Model A,1984,3 ROOM,04 TO 06
JURONG WEST,524,JURONG WEST ST 52,New Generation,1982,3 ROOM,07 TO 09
JURONG WEST,813,JURONG WEST ST 81,Model A,1990,4 ROOM,04 TO 06
JURONG WEST,178,YUNG SHENG RD,Model A,2001,4 ROOM,07 TO 09
JURONG WEST,854,JURONG WEST ST 81,Model A,1996,4 ROOM,01 TO 03
JURONG WEST,276A,JURONG WEST ST 25,Model A2,2002,4 ROOM,13 TO 15
JURONG WEST,733,JURONG WEST ST 73,Model A,1995,4 ROOM,01 TO 03
JURONG WEST,854,JURONG WEST ST 81,Model A,1996,4 ROOM,07 TO 09
JURONG WEST,730,JURONG WEST ST 72,Model A,1990,4 ROOM,04 TO 06
JURONG WEST,273B,JURONG WEST AVE 3,Model A,2001,4 ROOM,13 TO 15
JURONG WEST,936,JURONG WEST ST 91,Model A,1989,4 ROOM,07 TO 09
JURONG WEST,844,JURONG WEST ST 81,Model A,1996,4 ROOM,04 TO 06
JURONG WEST,720,JURONG WEST AVE 5,Model A,1989,4 ROOM,10 TO 12
JURONG WEST,750,JURONG WEST ST 73,Model A,1993,4 ROOM,04 TO 06
JURONG WEST,848,JURONG WEST ST 81,Model A,1996,4 ROOM,07 TO 09
JURONG WEST,943,JURONG WEST ST 91,Model A,1989,4 ROOM,07 TO 09
JURONG WEST,153,YUNG HO RD,Model A,1990,4 ROOM,04 TO 06
JURONG WEST,833,JURONG WEST ST 81,Model A,1993,4 ROOM,10 TO 12
JURONG WEST,545,JURONG WEST ST 42,Model A,1985,4 ROOM,04 TO 06
JURONG WEST,950,JURONG WEST ST 91,Model A,1989,4 ROOM,04 TO 06
JURONG WEST,747,JURONG WEST ST 73,Model A,1993,4 ROOM,04 TO 06
JURONG WEST,179,YUNG SHENG RD,Model A,2001,4 ROOM,04 TO 06
JURONG WEST,756,JURONG WEST ST 74,Model A,1996,4 ROOM,10 TO 12
JURONG WEST,406,JURONG WEST ST 42,Model A,1984,4 ROOM,07 TO 09
JURONG WEST,430,JURONG WEST AVE 1,Model A,1985,4 ROOM,07 TO 09
JURONG WEST,713,JURONG WEST ST 71,Model A,1990,4 ROOM,10 TO 12
JURONG WEST,259,BOON LAY DR,Model A,1995,4 ROOM,01 TO 03
JURONG WEST,450,JURONG WEST ST 42,Model A,1985,4 ROOM,04 TO 06
JURONG WEST,722,JURONG WEST AVE 5,Model A,1990,4 ROOM,10 TO 12
JURONG WEST,540,JURONG WEST AVE 1,Model A,1984,4 ROOM,10 TO 12
JURONG WEST,452,JURONG WEST ST 42,Model A,1985,4 ROOM,04 TO 06
JURONG WEST,648D,JURONG WEST ST 61,Model A,2001,4 ROOM,04 TO 06
JURONG WEST,988A,JURONG WEST ST 93,Premium Apartment,2008,4 ROOM,01 TO 03
JURONG WEST,674B,JURONG WEST ST 65,Model A,2002,4 ROOM,10 TO 12
JURONG WEST,330,TAH CHING RD,Model A,1997,4 ROOM,16 TO 18
JURONG WEST,655B,JURONG WEST ST 61,Model A2,2002,4 ROOM,07 TO 09
JURONG WEST,682C,JURONG WEST CTRL 1,Premium Apartment,2000,4 ROOM,07 TO 09
JURONG WEST,619,JURONG WEST ST 65,Model A,2000,4 ROOM,07 TO 09
JURONG WEST,657A,JURONG WEST ST 65,Model A,2002,4 ROOM,13 TO 15
JURONG WEST,257,BOON LAY DR,Model A,1995,4 ROOM,07 TO 09
JURONG WEST,640,JURONG WEST ST 61,Model A,1998,4 ROOM,13 TO 15
JURONG WEST,655B,JURONG WEST ST 61,Model A2,2002,4 ROOM,13 TO 15
JURONG WEST,664A,JURONG WEST ST 64,Model A,2000,4 ROOM,07 TO 09
JURONG WEST,648B,JURONG WEST ST 61,Model A,2001,4 ROOM,10 TO 12
JURONG WEST,668D,JURONG WEST ST 64,Model A2,2000,4 ROOM,07 TO 09
JURONG WEST,663C,JURONG WEST ST 65,Model A,2000,4 ROOM,10 TO 12
JURONG WEST,602,JURONG WEST ST 62,Premium Apartment,2001,4 ROOM,07 TO 09
JURONG WEST,664A,JURONG WEST ST 64,Model A,2000,4 ROOM,10 TO 12
JURONG WEST,663D,JURONG WEST ST 65,Model A,2000,4 ROOM,07 TO 09
JURONG WEST,476,JURONG WEST ST 41,Model A,1984,4 ROOM,10 TO 12
JURONG WEST,681C,JURONG WEST CTRL 1,Premium Apartment,2000,4 ROOM,10 TO 12
JURONG WEST,987C,JURONG WEST ST 93,Premium Apartment,2006,4 ROOM,16 TO 18
JURONG WEST,934,JURONG WEST ST 91,Improved,1988,5 ROOM,07 TO 09
JURONG WEST,271B,JURONG WEST ST 24,Premium Apartment,2003,5 ROOM,04 TO 06
JURONG WEST,902,JURONG WEST ST 91,Improved,1988,5 ROOM,04 TO 06
JURONG WEST,273C,JURONG WEST AVE 3,Improved,2001,5 ROOM,13 TO 15
JURONG WEST,272A,JURONG WEST ST 24,Premium Apartment,2003,5 ROOM,04 TO 06
JURONG WEST,821,JURONG WEST ST 81,Improved,1990,5 ROOM,07 TO 09
JURONG WEST,818,JURONG WEST ST 81,Improved,1993,5 ROOM,10 TO 12
JURONG WEST,843,JURONG WEST ST 81,Improved,1993,5 ROOM,01 TO 03
JURONG WEST,673C,JURONG WEST ST 65,Improved,2002,5 ROOM,07 TO 09
JURONG WEST,676B,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,04 TO 06
JURONG WEST,198,BOON LAY DR,Standard,1976,5 ROOM,13 TO 15
JURONG WEST,401,JURONG WEST ST 42,Model A,1984,5 ROOM,07 TO 09
JURONG WEST,988A,JURONG WEST ST 93,Premium Apartment,2008,5 ROOM,04 TO 06
JURONG WEST,675B,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,10 TO 12
JURONG WEST,605,JURONG WEST ST 62,Premium Apartment,2001,5 ROOM,04 TO 06
JURONG WEST,659A,JURONG WEST ST 65,Improved,2001,5 ROOM,01 TO 03
JURONG WEST,818,JURONG WEST ST 81,Model A,1993,5 ROOM,13 TO 15
JURONG WEST,656A,JURONG WEST ST 61,Improved,2002,5 ROOM,07 TO 09
JURONG WEST,178,YUNG SHENG RD,Improved,2001,5 ROOM,07 TO 09
JURONG WEST,653A,JURONG WEST ST 61,Improved,2002,5 ROOM,10 TO 12
JURONG WEST,610,JURONG WEST ST 65,Premium Apartment,2001,5 ROOM,10 TO 12
JURONG WEST,659B,JURONG WEST ST 65,Improved,2001,5 ROOM,16 TO 18
JURONG WEST,602,JURONG WEST ST 62,Premium Apartment,2001,5 ROOM,07 TO 09
JURONG WEST,683C,JURONG WEST ST 64,Premium Apartment,2000,5 ROOM,16 TO 18
JURONG WEST,517C,JURONG WEST ST 52,Improved,2000,5 ROOM,10 TO 12
JURONG WEST,274A,JURONG WEST AVE 3,Apartment,2001,EXECUTIVE,04 TO 06
JURONG WEST,906,JURONG WEST ST 91,Apartment,1989,EXECUTIVE,10 TO 12
JURONG WEST,714,JURONG WEST ST 71,Maisonette,1991,EXECUTIVE,04 TO 06
JURONG WEST,671C,JURONG WEST ST 65,Apartment,2002,EXECUTIVE,07 TO 09
JURONG WEST,558,JURONG WEST ST 42,Maisonette,1985,EXECUTIVE,04 TO 06
JURONG WEST,685A,JURONG WEST ST 64,Premium Apartment,2000,EXECUTIVE,01 TO 03
JURONG WEST,628,JURONG WEST ST 65,Apartment,2001,EXECUTIVE,10 TO 12
JURONG WEST,609,JURONG WEST ST 65,Premium Apartment,2001,EXECUTIVE,10 TO 12
JURONG WEST,666B,JURONG WEST ST 65,Apartment,2000,EXECUTIVE,10 TO 12
JURONG WEST,683A,JURONG WEST CTRL 1,Premium Apartment,2000,EXECUTIVE,07 TO 09
JURONG WEST,666B,JURONG WEST ST 65,Apartment,2000,EXECUTIVE,13 TO 15
KALLANG/WHAMPOA,7,JLN BATU,Standard,1970,2 ROOM,07 TO 09
KALLANG/WHAMPOA,27,JLN BAHAGIA,Standard,1970,3 ROOM,07 TO 09
KALLANG/WHAMPOA,76,LOR LIMAU,Improved,1973,3 ROOM,04 TO 06
KALLANG/WHAMPOA,3,ST. GEORGE'S RD,Improved,1976,3 ROOM,13 TO 15
KALLANG/WHAMPOA,67,KALLANG BAHRU,Improved,1974,3 ROOM,04 TO 06
KALLANG/WHAMPOA,3,ST. GEORGE'S RD,Improved,1976,3 ROOM,07 TO 09
KALLANG/WHAMPOA,49,DORSET RD,New Generation,1979,3 ROOM,01 TO 03
KALLANG/WHAMPOA,57,GEYLANG BAHRU,Improved,1974,3 ROOM,16 TO 18
KALLANG/WHAMPOA,30,BENDEMEER RD,Improved,1972,3 ROOM,10 TO 12
KALLANG/WHAMPOA,6,JLN BATU,Standard,1969,3 ROOM,04 TO 06
KALLANG/WHAMPOA,74,WHAMPOA DR,Improved,1981,3 ROOM,16 TO 18
KALLANG/WHAMPOA,11,UPP BOON KENG RD,Improved,1974,3 ROOM,10 TO 12
KALLANG/WHAMPOA,93,GEYLANG BAHRU,New Generation,1979,3 ROOM,04 TO 06
KALLANG/WHAMPOA,685,RACE COURSE RD,Simplified,1986,3 ROOM,07 TO 09
KALLANG/WHAMPOA,46,OWEN RD,New Generation,1982,3 ROOM,07 TO 09
KALLANG/WHAMPOA,49,DORSET RD,New Generation,1979,3 ROOM,07 TO 09
KALLANG/WHAMPOA,16,UPP BOON KENG RD,Improved,1975,3 ROOM,10 TO 12
KALLANG/WHAMPOA,468,NTH BRIDGE RD,Improved,1979,3 ROOM,13 TO 15
KALLANG/WHAMPOA,107,TOWNER RD,Model A,1983,3 ROOM,01 TO 03
KALLANG/WHAMPOA,105,TOWNER RD,Model A,1984,3 ROOM,04 TO 06
KALLANG/WHAMPOA,12,FARRER PK RD,Model A,2004,3 ROOM,07 TO 09
