project,district,marketSegment,startYear,cleanTenure
SUN PLAZA,27,OCR,1996,99
THE ELYSIA,12,RCR,1882,999
THE OCTET,14,RCR,1000,1000
THE SHORELINE RESIDENCES I,27,OCR,2011,99
THE TAPESTRY,18,OCR,2017,99
TOH YI COURT,21,RCR,1000,1000
TOHO MANSIONS,10,CCR,1000,1000
WESTSIDE 33,5,OCR,1000,1000
WU DE BUILDING,8,RCR,1000,1000
AVANT RESIDENCES,14,RCR,2012,99
BAODE BUILDING,14,RCR,1000,1000
BOUGAINVILLA APARTMENTS,14,RCR,1000,1000
CASA AROMA,15,RCR,1000,1000
CHARLTON CORNER,19,OCR,1000,1000
D' PALMA,14,OCR,1000,1000
DELIGHT COURT,14,RCR,1000,1000
FORTUNA HILL,19,OCR,1876,999
GOODWILL COURT,15,OCR,1000,1000
GRAND REGALIA,19,OCR,1000,1000
HEETON PARK,26,OCR,1000,1000
HIGHLAND ROW,19,OCR,1000,1000
JANSEN 28,19,OCR,1876,999
MARTIA 8,15,OCR,1000,1000
ONE CHILTERN,13,OCR,1000,1000
PALM VISTA,15,OCR,1000,1000
POMEX COURT,15,RCR,1000,1000
RACE COURSE MANSION,8,RCR,1000,1000
RAINTREE VALLEY,26,OCR,1000,1000
RED BRICK VILLAS,20,OCR,1000,1000
RIVERCOVE RESIDENCES,19,OCR,2016,99
ROBINSON SUITES,1,CCR,1000,1000
SILAHIS VILLE,14,OCR,1000,1000
ST MARTIN'S APARTMENT,10,CCR,1000,1000
STELLAR RV,10,CCR,1000,1000
THE BROOKS II,26,OCR,1000,1000
THE CALYPSO,16,OCR,1000,1000
THE ESTORIL,10,CCR,1000,1000
THE SUNFLOWER,14,RCR,1000,1000
THE THOMSON DUPLEX,11,CCR,1000,1000
THE TOP RESIDENCE,19,OCR,1884,999
THE VERANDAH RESIDENCES,5,RCR,1000,1000
TOPAZ MANSIONS,12,RCR,1000,1000
VERDANA VILLAS,19,OCR,1000,1000
WAN THO LODGE,13,RCR,1000,1000
WESTLAKE GARDENS,20,RCR,1000,1000
WILKIE REGENCY,9,CCR,1000,1000
AMBER 45,15,RCR,1000,1000
AURA 83,15,RCR,1000,1000
BALMORAL GARDENS,10,CCR,1000,1000
BELLA VISTA,13,OCR,1000,1000
CANDEVILLE,15,OCR,1000,1000
CAYMAN RESIDENCES,15,OCR,1000,1000
CHINATOWN PLAZA,2,RCR,1000,1000
CHUN TIN COURT,21,RCR,1000,1000
COASTAL VILLAS,16,OCR,1000,1000
D'HIRO@HILLSIDE,19,OCR,1876,999
EATON PARK,28,OCR,1000,1000
EDENZ LOFT,14,RCR,1000,1000
ESTERINA,15,RCR,1000,1000
HARVEY RESIDENCES,16,OCR,1000,1000
KENG LEE VIEW,8,RCR,1000,1000
LE GAMBIR,19,OCR,1000,1000
LUCKY COURT,16,OCR,1000,1000
MATLOCK RESIDENCES,13,OCR,1000,1000
MEYER PARK,15,RCR,1000,1000
OVADA 8,15,RCR,1000,1000
PEAK COURT CONDOMINIUM,11,CCR,1000,1000
SEA PAVILION RESIDENCES,16,OCR,1000,1000
SHEPHERD'S HILL ESTATE,3,RCR,1000,1000
SIXTEEN35 RESIDENCES,14,RCR,2018,99
SPRINGDEW TERRACE,5,RCR,1000,1000
SRI MENANTI ESTATE,10,CCR,1000,1000
STRAITS GARDENS,27,OCR,1000,1000
TANQUEELAN SUITES,7,CCR,1827,999
THE GRANDIFLORA,15,OCR,1000,1000
THE SCENIC @ BRADDELL,13,OCR,1000,1000
THE SORRENTO,5,OCR,1000,1000
TWIN VEW,5,OCR,2017,99
VILLA CHANCERITA,11,CCR,1000,1000
VILLA D'ESTE,10,CCR,1000,1000
VILLAS LA VUE,15,OCR,1000,1000
WATER VILLAS,19,OCR,1000,1000
1 CANBERRA,27,OCR,2012,99
120 GRANGE,10,CCR,1000,1000
33 RESIDENCES,14,RCR,1000,1000
AFFINITY AT SERANGOON,19,OCR,2018,99
BALMORAL HEIGHTS,10,CCR,1000,1000
DORSET MANSIONS,8,RCR,1000,1000
DUKU APARTMENTS,15,RCR,1000,1000
EASTPAC BUILDING,12,RCR,1000,1000
FORTUNA GARDENS,19,OCR,1000,1000
GRANDIOSO 8,20,RCR,1000,1000
HILLSGROVE,19,OCR,1878,999
JI XIANG COURT,15,OCR,1000,1000
LA MAISON,11,CCR,1000,1000
LOYANG GREEN,17,OCR,1938,946
LUCKY PARK,10,CCR,1000,1000
MARGARET VILLE,3,RCR,2017,99
MARINE VIEW MANSIONS,15,RCR,1000,1000
MAYFLOWER RESIDENCES,20,OCR,1000,1000
MING PARK,20,RCR,1000,1000
ONE DRAYCOTT,10,CCR,1000,1000
SPAZIO @ KOVAN,19,OCR,1000,1000
SURIN GARDENS,19,OCR,1000,1000
TANAH MERAH PARK,17,OCR,1000,1000
TECK GUAN VILLE,16,OCR,1000,1000
THE ENCLAVE . HOLLAND,10,CCR,1000,1000
THE GARDEN RESIDENCES,19,OCR,2017,99
THE OLIV,10,CCR,1000,1000
TREASURE MANSIONS,19,OCR,1000,1000
WANG LODGE,14,RCR,1000,1000
3 ORCHARD BY-THE-PARK,10,CCR,1000,1000
8 @ STRATTON,28,OCR,1000,1000
AO JIANG APARTMENTS,13,RCR,1000,1000
BANYAN VILLAS,26,OCR,1000,1000
CAMBIO SUITES,19,OCR,1000,1000
CASHEW ESTATE,23,OCR,1882,999
CHARLTON RESIDENCES,19,OCR,1000,1000
DAINTREE RESIDENCE,21,RCR,2017,99
FLORENCE GROVE,19,OCR,1000,1000
KECHUBONG TERRACE,28,OCR,1879,999
LIANG SEAH COURT,7,CCR,1827,999
LIV ON SOPHIA,9,CCR,1000,1000
MARINE MEADOWS,15,RCR,1000,1000
ONE TREE HILL COLLECTION,10,CCR,1000,1000
PARK COLONIAL,13,RCR,2017,99
PINE COURT,15,OCR,1000,1000
PRESTIGE LOFT,15,OCR,1000,1000
RESIDENCES @ LIMAU,16,OCR,1000,1000
RIVERFRONT RESIDENCES,19,OCR,2018,99
RIVERSIDE 48,9,CCR,1000,1000
SIGLAP GARDEN,15,OCR,1000,1000
STIRLING RESIDENCES,3,RCR,2017,99
THE LUMOS,9,CCR,1000,1000
THE SUNNIDORA,15,OCR,1000,1000
TIAN COURT,15,RCR,1000,1000
URBAN RESIDENCES,19,OCR,1000,1000
VERDURE VILLAS,19,OCR,1874,999
8 SAINT THOMAS,9,CCR,1000,1000
ALLAMANDA GROVE,10,CCR,1000,1000
CASA AL MARE,17,OCR,1000,1000
HAPPY GARDENS,13,RCR,1000,1000
HERON BAY,19,OCR,2012,99
HOCK MANSION,9,CCR,1000,1000
MONT BOTANIK RESIDENCE,23,OCR,1000,1000
POH HENG COURT,15,OCR,1000,1000
SARHAD VILLE,5,RCR,1000,1000
SHAMROCK VILLAS,10,CCR,1000,1000
SUNNY LODGE,14,OCR,1000,1000
THE TRE VER,13,RCR,2018,99
BUKIT 828,23,OCR,1000,1000
CASHEW GREEN,23,OCR,1883,999
JADESCAPE,20,RCR,2018,99
JUI RESIDENCES,12,RCR,1000,1000
KAP RESIDENCES,21,RCR,1000,1000
MAYBELLE LODGE,15,OCR,1000,1000
MAYFAIR GARDENS,21,RCR,2018,99
MINBU VILLA,11,CCR,1000,1000
MONARCHY APARTMENTS,11,CCR,1000,1000
PETAIN COURT,8,RCR,1000,1000
SANFORD PARK,19,OCR,1000,1000
SOUTH BEACH RESIDENCES,7,CCR,2007,99
THE ADDITION,13,RCR,1000,1000
THE BALMORAL SPRING,10,CCR,1000,1000
THE JOVELL,17,OCR,2018,99
10 EVELYN,11,CCR,1000,1000
BERKELEY RESIDENCES,15,OCR,1000,1000
CAMBRIDGE VILLAGE,8,RCR,1000,1000
GRACE PARK,19,OCR,1000,1000
JC VILLE,15,RCR,1000,1000
KASARA,4,CCR,2006,99
KIM KEAT GARDENS,12,RCR,2001,99
SAPPHIRE COURT,15,OCR,1000,1000
TERESA VILLAS,4,RCR,1000,1000
THE RAMFORD,15,RCR,1000,1000
WOODSVILLE MANSIONS,13,RCR,1000,1000
3 CUSCADEN,10,CCR,1000,1000
ARENA RESIDENCES,14,RCR,1000,1000
BELGRAVIA GREEN,28,OCR,1000,1000
DARBY PARK,10,CCR,1993,99
KENT RIDGE HILL RESIDENCES,5,RCR,2018,99
LOFT 33,14,RCR,1000,1000
PARC ESTA,14,RCR,2018,99
PETIT JERVOIS,10,CCR,1000,1000
ST PATRICK'S COURT,15,OCR,1000,1000
SUNSET LODGE,21,OCR,1000,1000
THE WOODLEIGH RESIDENCES,13,RCR,2017,99
WHISTLER GRAND,5,OCR,2018,99
CAMWOOD PARK,10,CCR,1000,1000
JC RESIDENCE,15,RCR,1000,1000
PALACIO,15,OCR,1000,1000
THE RAINFOREST,23,OCR,2011,99
WATERBAY,19,OCR,2012,99
DYNASTY GARDEN,10,CCR,1000,1000
FOURTH AVENUE RESIDENCES,10,CCR,2018,99
FYVE DERBYSHIRE,11,CCR,1000,1000
JADE GARDEN,10,CCR,1000,1000
ROYALE MANSIONS,15,RCR,1000,1000
RV ALTITUDE,9,CCR,1000,1000
SEASUITES,5,RCR,1000,1000
SERAYA RESIDENCES,15,RCR,1000,1000
SHELFORD VILLAS,11,CCR,1000,1000
SIXTH AVENUE CENTRE,10,CCR,1000,1000
TAIPAN JADE,15,RCR,1000,1000
THE IVERIA,9,CCR,1000,1000
HIGHLAND CONDOMINIUM,19,OCR,1000,1000
LYNDHURST GROVE,15,RCR,1000,1000
SURIN GROVE,19,OCR,1000,1000
TEMBELING MANSIONS,15,RCR,1000,1000
THE BECCAGAYLE,15,OCR,1000,1000
1953,8,RCR,1000,1000
35 GILSTEAD,11,CCR,1000,1000
BOULEVARD 88,10,CCR,1000,1000
LA NOUVELLE,11,CCR,1000,1000
MOSELLA,13,OCR,1000,1000
NYON,15,RCR,1000,1000
ONE MEYER,15,RCR,1000,1000
REZI 24,14,RCR,1000,1000
SELETAR VIEW,28,OCR,1879,999
SWISS VALLEY,11,CCR,1000,1000
THE ESSENCE,26,OCR,2018,99
THE FLORENCE RESIDENCES,19,OCR,2018,99
TREASURE AT TAMPINES,18,OCR,2018,99
WESTMONT,5,OCR,1000,1000
BARKER VILLE,11,CCR,1000,1000
COASTLINE RESIDENCES,15,RCR,1000,1000
CORONATION VILLE,10,CCR,1875,999
FINLAND GARDENS,15,OCR,1000,1000
GARLICK VILLE,10,CCR,1000,1000
GIDEON'S LODGE,15,RCR,1000,1000
GILSTEAD MANSION,11,CCR,1000,1000
LOWLAND TERRACE,19,OCR,1000,1000
MAYFAIR MODERN,21,RCR,2018,99
SHELFORD GREEN,11,CCR,1000,1000
VICENTA LODGE,14,OCR,1000,1000
WILSHIRE RESIDENCES,10,CCR,1000,1000
AMBER PARK,15,RCR,1000,1000
CAMELIA PARK,28,OCR,1000,1000
CHEOW KENG GARDEN,15,RCR,1000,1000
COSY LODGE,14,RCR,1000,1000
EMPRADO SUITES,15,OCR,1000,1000
JUNIPER HILL,10,CCR,1000,1000
MEYERHOUSE,15,RCR,1000,1000
OLLOI,15,RCR,1000,1000
PARC KOMO,17,OCR,1000,1000
RIVIERE,3,RCR,2018,99
SUMMER GREEN,12,RCR,1000,1000
THE GAZANIA,19,OCR,1000,1000
THE HYDE,10,CCR,1000,1000
YONG SIAK COURT,3,RCR,1000,1000
CHUAN SEVEN,19,OCR,1997,99
DUNSFOLD 18,13,OCR,1000,1000
LATTICE ONE,20,OCR,1000,1000
MARINE VILLE,15,RCR,1000,1000
MARYLAND ESTATE,10,CCR,1877,999
ODEON SEASIDE PARK,15,RCR,1000,1000
PLATINA GARDENS,27,OCR,1000,1000
SKY EVERTON,2,RCR,1000,1000
SLOANE RESIDENCES,10,CCR,1000,1000
SOPHIA VIEW,9,CCR,1000,1000
ST PATRICK'S ROW,15,OCR,1000,1000
THE LILIUM,19,OCR,1000,1000
THE SHORELINE RESIDENCES II,27,OCR,2011,99
TUDOR TEN,11,CCR,1000,1000
BLOSSOM MANSIONS,14,RCR,1000,1000
DUNEARN 386,11,CCR,1000,1000
FENGLI GARDENS,19,OCR,1000,1000
HAUS ON HANDY,9,CCR,2018,99
HERITAGE PLACE,7,CCR,1827,999
HONOLULU TOWER,10,CCR,1000,1000
KEW COTTAGES,16,OCR,1000,1000
NOUVEL 18,10,CCR,1000,1000
ONE PEARL BANK,3,RCR,2019,99
PIERMONT GRAND,19,OCR,2018,99
VIEW AT KISMIS,21,RCR,2019,99
LYNWOOD EIGHT,13,OCR,1000,1000
PARC CLEMATIS,5,OCR,2019,99
ROOTS @ TRANSIT,26,OCR,2014,99
SEVENTY SAINT PATRICK'S,15,OCR,1000,1000
28 IMPERIAL RESIDENCES,14,RCR,1000,1000
AVENUE SOUTH RESIDENCE,3,RCR,2018,99
BLISS VILLE,14,OCR,1000,1000
BOWMONT CENTRE,15,OCR,1000,1000
CUSCADEN RESERVE,10,CCR,2018,99
DAISY LODGE,13,OCR,1000,1000
EDEN RESIDENCES CAPITOL,6,CCR,2011,99
INFINI AT EAST COAST,15,OCR,1000,1000
MEYER MANSION,15,RCR,1000,1000
PETAIN RD/TYRWHITT RD CONSERVATION AREA,8,RCR,1919,999
THE ANTARES,14,RCR,2018,99
UPTOWN @ FARRER,8,RCR,2017,99
8 ON CHUAN,19,OCR,2001,99
BALMORAL TOWER,10,CCR,1000,1000
CHUAN GARDEN,19,OCR,1000,1000
KILBURN ESTATE,21,RCR,1885,999
MIDTOWN BAY,7,CCR,2018,99
MIDWOOD,23,OCR,2018,99
NEU AT NOVENA,11,CCR,1000,1000
OXLEY RESIDENCE,9,CCR,1000,1000
ROYALGREEN,10,CCR,1000,1000
SAGE,10,CCR,1000,1000
TROPICS @ HAIGSVILLE,15,RCR,1000,1000
VILLAS @ GILSTEAD,11,CCR,1000,1000
WASHINGTON VILLA,28,OCR,1000,1000
CHISELHURST GREEN,19,OCR,2001,99
CORONATION ARCADE,10,CCR,1000,1000
DAIRY FARM RESIDENCES,23,OCR,2018,99
DUKU COURT,15,RCR,1000,1000
HOCK SENG PARK,21,RCR,1000,1000
J C DRAYCOTT,10,CCR,1000,1000
LESHAN GARDENS,14,RCR,1000,1000
LIANG COURT,6,RCR,1980,97
ONE HOLLAND VILLAGE RESIDENCES,10,CCR,2018,99
PARKWOOD COLLECTION,19,OCR,2017,99
PULLMAN RESIDENCES NEWTON,11,CCR,1000,1000
SENGKANG GRAND RESIDENCES,19,OCR,2018,99
URBAN TREASURES,14,OCR,1000,1000
CASA SOPHIA,9,CCR,1000,1000
EVER LODGE,14,RCR,1000,1000
HAZEL PARK TERRACE,23,OCR,1882,999
PAVILION SQUARE,14,RCR,1000,1000
RESIDENCE TWENTY-TWO,15,OCR,1000,1000
EASTVILLE APARTMENTS,15,RCR,1000,1000
FOH PIN GARDEN,19,OCR,1000,1000
KUM HING COURT,10,CCR,1000,1000
LEEDON GREEN,10,CCR,1000,1000
LOYANG COURT,17,OCR,1994,99
SANDY ISLAND,4,CCR,2007,99
THE AVENIR,9,CCR,1000,1000
VAN HOLLAND,10,CCR,1000,1000
D' IXORAS,11,CCR,1000,1000
D' SILVA TERRACE,19,OCR,1883,999
DALVEY HAUS,10,CCR,1000,1000
GREENWOOD MEWS,11,CCR,2011,103
JERVOIS TREASURES,10,CCR,1000,1000
PARC CANBERRA,27,OCR,2018,99
PENG'S COURT,15,RCR,1000,1000
PHILLIPS RESIDENCE,19,OCR,1886,999
SARINA PARK,14,OCR,1000,1000
SHEBA LODGE,15,RCR,1000,1000
THE CASSANDRA,5,RCR,1000,1000
THE M,7,CCR,2019,99
VERTICUS,12,RCR,1000,1000
19 NASSIM,10,CCR,2019,99
77 @ EAST COAST,15,OCR,1000,1000
EBER GARDENS,9,CCR,1000,1000
G RESIDENCES,15,OCR,1000,1000
HERITAGE APARTMENTS,10,CCR,1000,1000
MANHATTAN MANSIONS,10,CCR,1000,1000
OLA,19,OCR,2018,99
TEDGE,14,OCR,1000,1000
WILLYN VILLE,10,CCR,1000,1000
15 HOLLAND HILL,10,CCR,1000,1000
BURGHLEY DRIVE,19,OCR,1000,1000
CITYLIFE@TAMPINES,18,OCR,2012,99
DUNMAN GARDEN,15,RCR,1000,1000
KOPAR AT NEWTON,9,CCR,2019,99
ONAN COURT,15,RCR,1000,1000
MUGLISTON PARK,28,OCR,1886,999
PALISADES,5,RCR,1000,1000
PARKWOOD RESIDENCES,19,OCR,2020,99
BOUTIQUE @ KOVAN,19,OCR,1000,1000
CEYLON COURT,15,RCR,1000,1000
PROSPER GARDENS,16,OCR,1000,1000
SUN COURT,21,RCR,1000,1000
SUNFLOWER MANSIONS,14,RCR,1000,1000
TANGLIN HILL MEADOWS,10,CCR,1000,1000
ASHLEY GREEN,10,CCR,1877,999
CAIRNHILL CONSERVATION AREA,9,CCR,1000,1000
CHUAN YUAN,19,OCR,2002,99
FORETT AT BUKIT TIMAH,21,RCR,1000,1000
KILAT COURT,21,RCR,1000,1000
KING'S LODGE,10,CCR,1000,1000
LEITH PARK,19,OCR,1000,1000
MEIHE GARDENS,13,OCR,1000,1000
MOOI RESIDENCES,10,CCR,1000,1000
NOMA,14,RCR,1000,1000
PINEWOOD TERRACE,25,OCR,1995,99
RANGOON VIEW,8,RCR,1000,1000
SEMBAWANG VILLAS,27,OCR,1000,1000
THE HUNTINGTON,11,CCR,1000,1000
THE STRADIA,19,OCR,1000,1000
THE SUNNIFLORA,15,OCR,1000,1000
WING FONG BUILDING,14,RCR,1000,1000
BARKER 9,11,CCR,1000,1000
CRESCENT BUILDING,12,RCR,1000,1000
EAST MOON PARK,15,OCR,1000,1000
EASTWOOD GARDEN TERRACES,16,OCR,1995,99
KIARA 10,14,OCR,1000,1000
MYRA,13,RCR,1000,1000
PENROSE,14,RCR,2019,99
VERDALE,21,RCR,2018,99
VICTORY POINT,12,RCR,1000,1000
BOON GARDENS,19,OCR,1000,1000
CERELIA VISTA,19,OCR,1000,1000
D'HILLSIDE LOFT,5,RCR,1000,1000
ENG APARTMENTS,14,RCR,1000,1000
FLORENCE GARDENS,19,OCR,1934,947
GLASGOW GREEN,19,OCR,1876,999
HAPPY PARK,20,OCR,1000,1000
HYLL ON HOLLAND,10,CCR,1000,1000
KOVAN ESQUIRE,19,OCR,1000,1000
LA VILLE,15,RCR,1000,1000
LONG HUA YUAN,14,OCR,1000,1000
MAYFLOWER VILLE,20,OCR,1000,1000
SHIRO,15,OCR,1000,1000
THREE BUCKLEY,11,CCR,1000,1000
TRENDALE TOWER,9,CCR,1000,1000
EMERALD APARTMENTS,9,CCR,1000,1000
FAIRHAVEN,9,CCR,1000,1000
KENSINGTON PARK,19,OCR,1878,999
ROSEDALE,21,RCR,1000,1000
SIGLAP LODGE,15,OCR,1000,1000
SOPHIA VILLE,9,CCR,1000,1000
STILL 123,15,RCR,1000,1000
THE LANDMARK,3,RCR,2020,99
THE LINQ @ BEAUTY WORLD,21,RCR,1000,1000
THE VERV @ RV,9,CCR,1000,1000
TK ONE,15,OCR,1000,1000
ADVANCE APARTMENTS,14,RCR,1000,1000
CLAVON,5,OCR,2019,99
D' MARINE,15,RCR,1000,1000
EIGHT @ EAST COAST,15,OCR,1000,1000
FORETT@BUKIT TIMAH,21,RCR,1000,1000
ICON @ PASIR PANJANG,5,RCR,1000,1000
KI RESIDENCES AT BROOKVALE,21,OCR,1885,999
LOYANG GROVE,17,OCR,1994,99
MOUNT ECHO PARK,10,CCR,1000,1000
PHOENIX RESIDENCES,23,OCR,2019,99
RADIANCE @ BUKIT TIMAH,21,RCR,1000,1000
RINDU TERRACE,19,OCR,1993,99
SERENE VIEW MANSION,13,OCR,1000,1000
SERENITY TERRACE,14,OCR,1000,1000
SPRINGBROOK TERRACE,17,OCR,1000,1000
TEACHERS' HOUSING ESTATE,26,OCR,1885,999
THE 101,7,CCR,1827,999
VENTANA VILLAS,5,RCR,1000,1000
18 SHELFORD,11,CCR,1000,1000
CASSIA EDGE,14,RCR,1000,1000
CHUAN LOFT,19,OCR,2001,99
GUILLEMARD VIEW,14,RCR,1000,1000
HOA NAM BUILDING,8,RCR,1000,1000
LEICESTER LODGE,13,RCR,1000,1000
LINK RESIDENCE @ HOLLAND,10,CCR,1000,1000
NORMANTON PARK,5,RCR,2019,99
PARC CENTRAL RESIDENCES,18,OCR,2019,99
PEACE MANSION,9,CCR,1970,99
QUEENSWAY SHOPPING CENTRE,3,RCR,1000,1000
TECK CHYE GARDENS,19,OCR,1000,1000
THE REEF AT KING'S DOCK,4,RCR,2021,99
THE RITZ-CARLTON RESIDENCES SINGAPORE CA,9,CCR,1000,1000
WEI MIN GARDEN,16,OCR,1000,1000
BEAUTY WORLD PLAZA,21,RCR,1884,999
BREEZEWAYS,5,RCR,1000,1000
EAST MEWS,15,RCR,1000,1000
EASTWOOD GREEN TERRACES,16,OCR,1995,99
ELIZABETH HEIGHT,9,CCR,1000,1000
GREENLANE APARTMENT,15,RCR,1000,1000
HERITAGE 9,15,RCR,1000,1000
INSTITUTION VILLE,9,CCR,1841,999
J@63,15,OCR,1000,1000
PROSPECT GARDEN,15,OCR,1000,1000
SHAN YAO GARDEN,21,RCR,1000,1000
SUNFLOWER REGENCY,14,RCR,1000,1000
TELOK MANSION,15,OCR,1000,1000
TREVOSE 12,11,CCR,1000,1000
WING FONG MANSIONS/WING FONG COURT,14,RCR,1000,1000
BENA PARK,17,OCR,1000,1000
EASTERN RESIDENCE,15,OCR,1000,1000
EDEN,10,CCR,1000,1000
ENCHANTÃƒâ€°,11,CCR,1000,1000
GREENLANE APARTMENTS,15,RCR,1000,1000
HILLVIEW ESTATE,23,OCR,1000,1000
LA MARIPOSA,15,RCR,1000,1000
MIDTOWN MODERN,7,CCR,2019,99
RAMBAI COURT,15,RCR,1000,1000
ROBIN VILLAGE,10,CCR,1000,1000
SHELFORD MANSIONS,11,CCR,1000,1000
SURREY POINT,11,CCR,1000,1000
TG MANSION,15,OCR,1000,1000
THE ATELIER,9,CCR,1000,1000
WIMBORNE VILLAS,15,RCR,1000,1000
75BR,7,CCR,1827,999
CHUAN PARK (DEMOLISHED),19,OCR,1980,99
CORONATION WEST PARK,10,CCR,1875,999
ENGLISH VILLAS,16,OCR,1000,1000
FU YUEN BUILDING,7,CCR,1827,999
GERALD MUGLISTON ESTATE,28,OCR,1879,999
GRANGE 1866,10,CCR,1000,1000
HUIT,26,OCR,1884,999
IRWELL HILL RESIDENCES,9,CCR,2020,99
ONE-NORTH EDEN,5,RCR,2019,99
PALMS @ SIXTH AVENUE,10,CCR,1000,1000
PEAK RESIDENCE,11,CCR,1000,1000
RICH MANSION,10,CCR,1000,1000
SIGLAP HILL 33,15,OCR,1000,1000
SPRINGLEAF GREEN,26,OCR,1000,1000
WOO MON CHEW COURT,15,OCR,1000,1000
BUKIT LOYANG ESTATE,17,OCR,1000,1000
CARMI MANSIONS,14,RCR,1000,1000
CHESTNUT GARDENS,23,OCR,1882,999
ELITE COURT,15,OCR,1000,1000
JI CHANG VILLA,15,OCR,1000,1000
KEMBANGAN ESTATE,14,OCR,1000,1000
LES MAISONS NASSIM,10,CCR,1000,1000
LIMAU GROVE,16,OCR,1000,1000
MILFORD VILLAS,13,OCR,1000,1000
NEWTON LODGE,11,CCR,1000,1000
ONE BERNAM,2,CCR,2019,99
PARK NOVA,10,CCR,1000,1000
PROVENCE RESIDENCE,27,OCR,2020,99
RESIDENCE 8,10,CCR,1000,1000
SERANGOON GARDEN PARK,19,OCR,1000,1000
SOMMERVILLE RESIDENCES,13,OCR,1000,1000
UPPER SERANGOON SHOPPING CENTRE,19,OCR,1000,1000
EASTWOOD LODGE,16,OCR,1996,99
JERVOIS JADE,10,CCR,1998,99
JI LIANG GARDENS,15,OCR,1000,1000
KEMBANGAN VILLAS,14,OCR,1000,1000
KLASSIC COURT,15,RCR,1000,1000
LIEN TOWERS,10,CCR,1000,1000
M SUITES,14,OCR,1000,1000
REBECCA PARK,10,CCR,1875,999
RICH.RESIDENCE,19,OCR,1000,1000
RYMDEN 77,15,OCR,1000,1000
TELOK KURAU RIA,15,OCR,1000,1000
THOMSON RIDGE,20,RCR,1000,1000
CASA SERENO,14,OCR,1000,1000
CHATEAU LA SALLE,15,OCR,1000,1000
DUNSFOLD RESIDENCES,13,OCR,1000,1000
FLORENCE TERRACE,19,OCR,1875,999
GUILIN MANSIONS,14,RCR,1000,1000
HAIG RESIDENCES,15,RCR,1000,1000
HARVEY VIEW,16,OCR,1000,1000
JC COURT,15,RCR,1000,1000
KING'S 8,10,CCR,1000,1000
LE MARICAN,14,OCR,1000,1000
MELINIA COURT,15,OCR,1000,1000
PASIR RIS 8,18,OCR,2020,99
RIVERWALK APARTMENT,1,RCR,1980,99
ROSIE VIEW,11,CCR,1000,1000
DAIRY FARM ESTATE,23,OCR,1000,1000
DELFI ORCHARD,9,CCR,1000,1000
KLIMT CAIRNHILL,9,CCR,1000,1000
LORNIE 18,11,CCR,1000,1000
RACE COURSE BUILDING,8,RCR,1000,1000
RESIDENCES AT EMERALD HILL,9,CCR,1000,1000
SELBY GARDENS,10,CCR,1000,1000
THE WATERGARDENS AT CANBERRA,27,OCR,2020,99
BARTLEY VUE,19,RCR,2020,99
BLISS REGALIA,8,RCR,1000,1000
CAMDEN PARK,11,CCR,1000,1000
CLYDESCOVE,17,OCR,1937,946
DUNEARN LODGE,11,CCR,1993,99
ETON COURT,15,OCR,1000,1000
GARLICK PARK,10,CCR,1000,1000
GREENDALE COURT,11,CCR,1000,1000
HAPPY MANSION,13,RCR,1000,1000
JALAN KAYU ESTATE,28,OCR,1879,999
JERVOIS MANSION,10,CCR,1000,1000
LAUW AND SONS GARDEN,20,RCR,1000,1000
LE ROYCE @ LEITH PARK,19,OCR,1000,1000
PARC GREENWICH,28,OCR,2020,99
ST MARTIN'S,10,CCR,1000,1000
BELLAVILLE,13,RCR,1000,1000
BRIGHTHILL RESIDENCES,20,RCR,1000,1000
COTSWOLD VILLAS,13,OCR,1000,1000
CRYSTAL DEW,14,RCR,1000,1000
JEWEL @ CHUAN HOE,19,OCR,1886,999
KOON SENG COURT,15,RCR,1000,1000
WHITLEYVILLE,11,CCR,1000,1000
CANNINGHILL PIERS,6,RCR,2021,99
D'WILKINSON,15,RCR,1000,1000
GOVT CO-OP HOUSING ESTATE,19,OCR,1000,1000
KOVAN GARDENS,19,OCR,1000,1000
PENANG SERVICE APARTMENTS,14,RCR,1000,1000
RESIDENCES @ STANGEE,15,RCR,1000,1000
SECOND AVENUE JUNCTION,10,CCR,1000,1000
ST THOMAS COURT,9,CCR,1000,1000
THE CARRARA,15,RCR,1000,1000
THE COMMODORE,27,OCR,2020,99
WINDSOR PARK,20,RCR,1000,1000
IVORY APARTMENTS,15,OCR,1000,1000
KARTAR APARTMENTS,11,CCR,1000,1000
LLOYD COURT,9,CCR,1000,1000
MORI,14,RCR,1000,1000
PERFECT TEN,10,CCR,1000,1000
THE RIVERSIDE PIAZZA,1,RCR,1992,99
ZYANYA,14,RCR,1000,1000
BELGRAVIA ACE,28,OCR,1000,1000
CARMINE COLLECTION,21,RCR,1000,1000
EASTWOOD GARDENS,15,OCR,1000,1000
GLORIA MANSION,5,RCR,1000,1000
KING'S COURT,8,RCR,1000,1000
BIRCHWOOD MANSIONS,12,RCR,1000,1000
CHESTER PARK,5,RCR,1000,1000
FIVE CHANCERY,11,CCR,1000,1000
GAMBIR TERRACE,19,OCR,1000,1000
GRACE COURT,15,OCR,1000,1000
HOLLAND GROVE PARK,10,CCR,1000,1000
KIMSIA PARK,9,CCR,1000,1000
ROYAL HALLMARK,15,RCR,1000,1000
ARIVA ON SHAN SERVICED RESIDENCE,12,RCR,1000,1000
GALLOP VILLAS,10,CCR,1000,1000
HAIG LODGE,15,RCR,1000,1000
